id,date,professor_name_raw,department,course_name,grading_status_raw,attendance_status_raw,term,comment_text,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6
1246,2022-09-22T17:52:38,محمد علی موسوی,معماری و شهرسازی,بیان معمارانه ۱,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,بهمن 1400,چیزی اضافه ایی نیست,9.0,10.0,10.0,8.0,3.0,10.0
1247,2022-09-22T17:52:44,رضوان رضائی,معماری و شهرسازی,ریاضی برای معماری,دست باز و با ارفاق,حضور و غیاب نمی کند,مهر 1400,یک سری نمونه سوال میدن که سختن ولی همونارو بخونید برای امتحان کافیه.,3.0,10.0,2.0,1.0,4.0,10.0
1248,2022-09-24T11:45:50,دکتر سمانه تقدیر,معماری و شهرسازی,طراحی معماری ۲,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,بهمن 1400,"در طول ترم خیلی سخت نمیگیرن‌ ولی اگر نمره خوبی میخواید حتما برای هرجلسه کار داشته باشید اینجوریه ک حتی اگه روی پوستی هم بکشید استاد میپذیرن ولی داشته باشین 
کارها خیلی سنگین نیست و در طول ترم تایید میشه و مرحله بعد میره و‌درنهایت برای آخر ترم‌ باید کامل تحویل بدین و در طول ترم هم میتونین تیکه تیکه نشون بدین 
استاد خیلی مهربونی هستن و اذیت نمیکنن 
اگه کارت رو نشون بدی حتی وسط تایم هم میتونی اجازه بگیری‌و‌بری 
اگ کارت رو خوب پیش ببری نمره خوبی میگیری 
در کل سرکلاس خسته نمیشی و میتونی استراحت هم بکنی حتی (چون تایم آزاد زیاد هم میاد)",8.0,8.0,9.0,7.0,9.0,10.0
1249,2022-09-30T09:21:29,رضوان رضائى,معماری و شهرسازی,رياضي براي معماري,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,بهمن 1401,"قبلا براي خانم رضايي گذاشته بوديد ولي بايد بگم حضور غياب خيلييي براش مهمه و نمره كم ميكنه حتي
بقيه چيزاشو با ارفاق كامل",8.0,10.0,7.0,6.0,9.0,10.0
1250,2022-09-30T09:21:39,سجاد موذن,معماری و شهرسازی,مبانی طراحی معماری,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,بهمن 1401,"در عين سخت گيرى بسيار استاد خوش صحبت و مهربونى هستن با دانشجو هم راه مياد
خيلى به دل ميشينه",10.0,9.0,10.0,10.0,10.0,10.0
1251,2022-10-02T15:21:46,مهرداد آشتیانی,مهندسی کامپیوتر,مبانی برنامه نویسی کامپیوتر,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,بهمن 1400,تی ای من دو تا خانوم بودن که خیلی سخت گیر بودن تو نمره دادن .. تا صدم نمره رو هم دادن بدون هیچ ارفاقی. تدریسشونم جالب نبود اصلا من فقط تو نت سرچ زدم بتونم درسو متوجه شم,10.0,10.0,10.0,10.0,10.0,10.0
1252,2022-10-02T15:21:53,مهرداد آشتیانی,مهندسی کامپیوتر,مبانی کامپیوتر,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,بهمن 1400,"۱۰ نمره دست تی ای هاس که تمرین میدن باید بفرستید و تقلب از یکی از بچه ها گرفتن و نمرش ۰ شد ...
هر ماه هم شفاهی انتحان میگیرن تی ای ها که مطمئن شن تقلب نمیکنیم
اخر سر هم یه پروژه دادن ۴ نمره بود و خیلییییی وقت باید میزاشتیم روش . اخر هم پروژه رو مشخص میکنن موقع امتحانای پایانترم
خیلی سخت بود اون ۴ نمره 
از اون سخت تر پایان ترم بود نصف بیشتر کلاس نصف نمره امتحانم نتونستن بگیرن، اخر یه شیفتی هم دادن ولی توصیه میشه اگه با ایشون برمیدارید روی ۱۰ نمره تی ای ها تمرکز کنید بیشتر ..  ۱۰ نمره بعدی هیچجوری بدست نمیاد به اسونی",9.0,10.0,10.0,10.0,10.0,10.0
1253,2022-12-29T13:42:28,سیاوش گیتی فر,مکانیک,نقشه کشی صنعتی,دست باز و با ارفاق,حضور مهم نیست اما تاثیر مثبت دارد,مهر 1401,چیزی اضافه ایی نیست,9.0,9.0,8.0,10.0,10.0,10.0
1254,2022-12-29T13:56:30,پرستو کعبی نژاد,ریاضی,ریاضی عمومی 1,یادم نیست چجوری بود,حضور و غیاب نمی کند,مهر 1401,استاد یه کتاب داشتن که اصلاً اسمش رو بهمون نگفتن؛ هیچ پیگیری‌ای روی درس ندارن و صرفاً بدون هیچ توضیح و درس‌دادنی، مطالب جزوه رو عیناً روی تخته می‌نویسن و به خودشون زحمت نمی‌دن درست توضیحش بدن.,2.0,1.0,1.0,1.0,1.0,8.0
1255,2022-12-29T18:06:02,محمد امینی فارسانی,معارف,زبان انگلیسی عمومی,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,ایشون خیلی استاد با اخلاق و با سوادی هستن و خیلی چیزا از ایشون یادگرفتیم و لحظه ای حین کلاس نمیشینن و همش درحال نظارت روی گروه ها هستن و هروقت هم سوال داشته باشیم پاسخگو هستن,10.0,10.0,10.0,10.0,10.0,10.0
1256,2022-12-29T18:06:11,پرستو کعبی نژاد,ریاضی,ریاضی ۱,نمره خوبی نمیشه ازشون گرفت,حضور مهم نیست اما تاثیر مثبت دارد,مهر 1401,"برای میدترم حس میکنم که یه مجموعه جواب داده شده به استاد و فقط طبق اون راه نمره میدن
یعنی راه درست اهمیتی نداره
یا مثلا اول جواب اگه درست بود به راه حل نمره میدن
طوری نمره ها پایین بود که تصمیم گرفتن یه کوئیز ۴ نمره بگیرن و نمرشو اضافه کنن به نمره میانترم
یه pdf داشتن که از رو اون رو تخته مینوشتن و توضیح میدادن و واقعا کافی نبود این خصوصا تو مباحث سنگین تر
حتی اطلاع نداشتن که انتگرال تو کنکور نبوده
حضورغیاب همیشه نبوده ولی گاها استاد میگفتن که برا کسایی که هستن یه نمره مثبتی در نظر گرفته میشه و اینکه میگن رو کاغذ اسم بنویسین و بعد ممکنه بخونن از روش",3.0,2.0,1.0,3.0,6.0,9.0
1257,2022-12-29T18:06:22,پرستو کعبی نژاد,ریاضی,ریاضی 1,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,مهر 1401,"اصلا توضیحی ارائه نمیشه و صرفا از کتاب ریاضیات سری شار روی تخته یادداشت میکنه، برای نیم ترم هم از منابع دیگه خوندیم
نمره دهی هم خیلی بد به طوری که سوالی رو کامل هم نوشته باشی بازم در حد نصف نمره اون سوال رو میگیری.",1.0,1.0,1.0,3.0,2.0,7.0
1258,2022-12-29T18:06:33,محمد یعقوبی فر,ریاضی,ریاضی عمومی,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,وضعیت نمره دهی ایشون کاملا غیر منصفانه و غیر منطقی بود,2.0,2.0,1.0,1.0,1.0,8.0
1259,2022-12-29T18:06:39,تندپور,ریاضی,ریاضی ۱,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,مهر 1401,تقریبا چیزی از ریاضی ۱ دستگیرتون نمیشه باید خودتون بخونید,8.0,7.0,2.0,2.0,6.0,8.0
1260,2022-12-29T18:06:44,میرطباطبایی,ریاضی,زبان عمومی,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,اصلاااااااا با این استاد برندارید امتحان به شدت سخت و در حد زبان تخصصی,8.0,10.0,3.0,4.0,1.0,1.0
1261,2022-12-29T18:06:53,محمد یعقوبی فر,ریاضی,ریاضی عمومی ۱,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,مهر 1401,"تا میتونید با این برندارید از ۴۰ نفر تو کلاس ۳۰ نفرو زیر ۱ شیفت و نمره ارفاقی هم در کار نیست 
سعی کنید تا جایی که میتونید ازش دوری کنید",1.0,1.0,1.0,1.0,1.0,1.0
1262,2022-12-29T18:07:02,محسن بابامرادی,فیزیک,فیزیک۱,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,واقعا برای درس انرژی می‌ذارن و منابعی که معرفی می‌کنن مفید هستش. موقع نمره دادن هم کاملا دست باز و با ارفاق هستن. فقط یک مقدار اخلاقشون جدی هستش که اگر سر به سر نذارید مشکلی نیست,10.0,10.0,10.0,9.0,9.0,7.0
1263,2022-12-29T18:52:24,الهام فتاحی,ریاضی,ریاضی ۱,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,مهر 1401,چیزی اضافه ایی نیست,9.0,10.0,10.0,10.0,10.0,10.0
1264,2022-12-29T18:52:31,الهام فتاحی,ریاضی,ریاضی عمومی 1,نمره خوبی نمیشه ازشون گرفت,حضور مهم نیست اما تاثیر مثبت دارد,مهر 1401,تدریسشون خوبه ولی خیلی ریز تصحیح میکنن طوری که تقریبا همه میان ترمشون کمتر از انتظارشون شد و هرهفته تکلیف میزارن و تصحیح میکنن ولی صحبت کنید مدت تحویلشو‌ تمدید میکنن ولی ذره ای ارفاق نمیکنن طبق گفته دانشجوهای ترم های گذشته و گفته خودشون!,10.0,10.0,9.0,8.0,6.0,8.0
1265,2022-12-29T18:53:31,جمال الدین شریعتی,تربیت بدنی,تربیت بدنی 1,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,هیج موقع 7:30 صبح تربیت بدنی برندارید. اگر میتونید حداقل 6 بار، دور استادیوم رو در 12 دقیقه بدوید، تقریبا همه ی جلسات رو حاضر باشین، حداقل 15 تا شنای سوئدی یا 6 تا بارفیکس رو برید و بالای 40تا دراز نشست در یک دقیقه و انعطاف 15 سانتی متری جلوتر از پا در حالت نشسته خوبه.(باید بدتون ورزیده باشی مثل راک). به شوخی هاشون هم سعی کنید بخندید(سخته ولی بخندید).,8.0,8.0,7.0,10.0,9.0,8.0
1266,2022-12-29T18:53:39,میرطباطبایی,ریاضی,زبان عمومی,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,هرگز باهاش کلاس برندارید.,4.0,5.0,1.0,3.0,1.0,1.0
